Col1 Col11 Col14 Col15 Col17 Col18 Col26 Col27 Col28 Col29 Col31 Col37 Col40 Col41 Col42 Col57 Col58 Col86 Col97
0.710232316315016 8.88328584854776e-05 0.00424947572901175 0.00424947572901175 8.32096681160074e-10 5.50021760625365e-07 8.21444810008195e-06 5.50021760625365e-07 8.32096681160074e-10 2.59584211753394e-08 2.59584211753394e-08 2.59584211753394e-08 8.21444810008195e-06 0.000709594618453024 8.88328584854776e-05 0.374430523068776 0.0670090542941691 8.88328584854776e-05 8.25215358115428e-05
